Flight_ID,Airline,Distance_km,Departure_Delay_min,Arrival_Delay_min,Delay_Status,Delay Difference,Distance Category , Performance Label
7412,Emirates,8792,8,73,OnTime,65,Long Haul,Poor
7413,Emirates,1820,129,142,OnTime,13,Short Haul,Poor
7414,Lufthansa,8149,166,34,Delayed,-132,Long Haul,Poor
7415,Indigo,1187,106,28,OnTime,-78,Short Haul,Good
7416,Indigo,4535,70,73,OnTime,3,Medium Long,Poor
7417,Indigo,10194,176,91,Delayed,-85,Long Haul,Poor
7418,Delta,6251,131,135,Delayed,4,Medium Long,Poor
7419,Indigo,596,174,94,OnTime,-80,Short Haul,Poor
7420,Emirates,1239,59,63,Delayed,4,Short Haul,Poor
7421,Indigo,6876,42,198,OnTime,156,Medium Long,Poor
7422,Indigo,9030,109,71,OnTime,-38,Long Haul,Poor
7423,Emirates,11350,165,139,OnTime,-26,Long Haul,Poor
7424,Indigo,1702,9,65,OnTime,56,Short Haul,Poor
7425,Lufthansa,2798,1,132,Delayed,131,Short Haul,Poor
7426,Indigo,5974,11,49,Delayed,38,Medium Long,Poor
7427,Lufthansa,9557,24,198,OnTime,174,Long Haul,Poor
7428,Lufthansa,4033,13,179,Delayed,166,Medium Long,Poor
7429,Emirates,6713,110,142,OnTime,32,Medium Long,Poor
7430,Lufthansa,2597,163,103,OnTime,-60,Short Haul,Poor
7431,Emirates,3757,90,139,OnTime,49,Medium Long,Poor
7432,Indigo,11173,91,132,Delayed,41,Long Haul,Poor
7433,Lufthansa,532,152,181,Delayed,29,Short Haul,Poor
7434,Delta,11444,101,117,Delayed,16,Long Haul,Poor
7435,Lufthansa,9152,69,190,OnTime,121,Long Haul,Poor
7436,Indigo,3597,80,125,OnTime,45,Medium Long,Poor
7437,Emirates,6600,140,96,OnTime,-44,Medium Long,Poor
7438,Emirates,8172,98,174,OnTime,76,Long Haul,Poor
7439,Emirates,3060,69,60,Delayed,-9,Medium Long,Poor
7440,Delta,8212,30,68,Delayed,38,Long Haul,Poor
7441,Indigo,1500,140,34,OnTime,-106,Short Haul,Poor
7442,Indigo,10442,172,120,Delayed,-52,Long Haul,Poor
7443,Emirates,7726,171,120,Delayed,-51,Long Haul,Poor
7444,Delta,3288,77,72,Delayed,-5,Medium Long,Poor
7445,Lufthansa,10472,14,123,Delayed,109,Long Haul,Poor
7446,Emirates,11561,117,186,Delayed,69,Long Haul,Poor
7447,Emirates,1900,97,12,Delayed,-85,Short Haul,Good
7448,Indigo,1732,133,0,OnTime,-133,Short Haul,Good
7449,Emirates,4798,54,189,Delayed,135,Medium Long,Poor
7450,Lufthansa,8418,140,31,Delayed,-109,Long Haul,Poor
7451,Delta,1282,43,86,OnTime,43,Short Haul,Poor
7452,Delta,624,74,114,Delayed,40,Short Haul,Poor
7453,Emirates,2894,117,131,Delayed,14,Short Haul,Poor
7454,Indigo,11708,143,154,Delayed,11,Long Haul,Poor
7455,Indigo,477,72,177,Delayed,105,Short Haul,Poor
7456,Indigo,4948,109,88,OnTime,-21,Medium Long,Poor
7457,Lufthansa,8841,19,118,OnTime,99,Long Haul,Poor
7458,Delta,9076,118,30,Delayed,-88,Long Haul,Good
7459,Lufthansa,9352,123,150,Delayed,27,Long Haul,Poor
7460,Emirates,9668,31,138,OnTime,107,Long Haul,Poor
7461,Emirates,9805,162,126,Delayed,-36,Long Haul,Poor
7462,Emirates,8402,36,95,Delayed,59,Long Haul,Poor
7463,Lufthansa,11288,4,42,Delayed,38,Long Haul,Poor
7464,Delta,1460,39,143,OnTime,104,Short Haul,Poor
7465,Delta,499,73,116,Delayed,43,Short Haul,Poor
7466,Emirates,6044,99,56,Delayed,-43,Medium Long,Poor
7467,Lufthansa,5818,92,11,Delayed,-81,Medium Long,Good
7468,Indigo,10047,67,60,Delayed,-7,Long Haul,Poor
7469,Indigo,4787,50,48,Delayed,-2,Medium Long,Poor
7470,Indigo,6070,27,45,Delayed,18,Medium Long,Poor
7471,Emirates,8248,2,164,OnTime,162,Long Haul,Poor
7472,Indigo,809,41,77,Delayed,36,Short Haul,Poor
7473,Lufthansa,1133,139,138,OnTime,-1,Short Haul,Poor
7474,Delta,2388,100,48,Delayed,-52,Short Haul,Poor
7475,Delta,7041,1,111,Delayed,110,Long Haul,Poor
7476,Emirates,7000,71,109,OnTime,38,Long Haul,Poor
7477,Lufthansa,11651,157,181,OnTime,24,Long Haul,Poor
7478,Delta,575,44,17,Delayed,-27,Short Haul,Good
7479,Emirates,5414,27,101,Delayed,74,Medium Long,Poor
7480,Indigo,9181,168,152,Delayed,-16,Long Haul,Poor
7481,Indigo,6178,78,139,OnTime,61,Medium Long,Poor
7482,Emirates,11462,28,88,Delayed,60,Long Haul,Poor
7483,Indigo,8254,107,106,Delayed,-1,Long Haul,Poor
7484,Delta,11327,175,122,OnTime,-53,Long Haul,Poor
7485,Emirates,5998,11,6,OnTime,-5,Medium Long,Good
7486,Emirates,4683,84,5,OnTime,-79,Medium Long,Good
7487,Delta,1647,159,25,OnTime,-134,Short Haul,Good
7488,Emirates,11624,111,105,Delayed,-6,Long Haul,Poor
7489,Delta,8040,35,114,Delayed,79,Long Haul,Poor
7490,Indigo,7418,59,186,Delayed,127,Long Haul,Poor
7491,Lufthansa,6860,23,126,Delayed,103,Medium Long,Poor
7492,Lufthansa,2259,117,41,Delayed,-76,Short Haul,Poor
7493,Emirates,1299,55,24,Delayed,-31,Short Haul,Good
7494,Indigo,6481,0,140,Delayed,140,Medium Long,Poor
7495,Lufthansa,665,101,160,OnTime,59,Short Haul,Poor
7496,Emirates,4209,30,52,Delayed,22,Medium Long,Poor
7497,Lufthansa,8594,74,74,Delayed,0,Long Haul,Poor
7498,Indigo,6079,39,105,Delayed,66,Medium Long,Poor
7499,Indigo,2563,99,64,Delayed,-35,Short Haul,Poor
7500,Indigo,5076,178,7,Delayed,-171,Medium Long,Good
7501,Delta,8342,62,139,OnTime,77,Long Haul,Poor
7502,Lufthansa,6677,128,128,Delayed,0,Medium Long,Poor
7503,Indigo,249,1,137,Delayed,136,Short Haul,Poor
7504,Lufthansa,5026,155,76,OnTime,-79,Medium Long,Poor
7505,Delta,9446,154,140,OnTime,-14,Long Haul,Poor
7506,Indigo,5515,128,4,Delayed,-124,Medium Long,Good
7507,Indigo,5895,27,30,OnTime,3,Medium Long,Good
7508,Lufthansa,5789,70,138,Delayed,68,Medium Long,Poor
7509,Lufthansa,10183,70,11,OnTime,-59,Long Haul,Good
7510,Indigo,6272,127,197,Delayed,70,Medium Long,Poor
7511,Delta,1702,110,106,Delayed,-4,Short Haul,Poor
7512,Emirates,10251,143,80,Delayed,-63,Long Haul,Poor
7513,Indigo,9050,67,81,OnTime,14,Long Haul,Poor
7514,Lufthansa,10085,12,15,OnTime,3,Long Haul,Good
7515,Lufthansa,11447,71,59,Delayed,-12,Long Haul,Poor
7516,Indigo,11461,15,172,Delayed,157,Long Haul,Poor
7517,Indigo,6547,14,116,Delayed,102,Medium Long,Poor
7518,Lufthansa,9818,7,128,OnTime,121,Long Haul,Poor
7519,Indigo,11838,81,30,OnTime,-51,Long Haul,Good
7520,Delta,4011,114,116,Delayed,2,Medium Long,Poor
7521,Delta,1927,17,198,OnTime,181,Short Haul,Poor
7522,Delta,7093,154,98,Delayed,-56,Long Haul,Poor
7523,Emirates,6342,60,197,Delayed,137,Medium Long,Poor
7524,Indigo,9042,84,163,Delayed,79,Long Haul,Poor
7525,Delta,5211,23,29,Delayed,6,Medium Long,Good
7526,Indigo,3650,1,169,OnTime,168,Medium Long,Poor
7527,Delta,4137,35,14,OnTime,-21,Medium Long,Good
7528,Delta,8536,30,41,OnTime,11,Long Haul,Poor
7529,Delta,5370,149,128,OnTime,-21,Medium Long,Poor
7530,Indigo,2637,64,82,Delayed,18,Short Haul,Poor
7531,Indigo,2301,173,189,Delayed,16,Short Haul,Poor
7532,Delta,2318,12,148,OnTime,136,Short Haul,Poor
7533,Indigo,11765,26,191,OnTime,165,Long Haul,Poor
7534,Indigo,10315,177,21,Delayed,-156,Long Haul,Good
7535,Delta,6080,141,77,OnTime,-64,Medium Long,Poor
7536,Indigo,7202,74,114,Delayed,40,Long Haul,Poor
7537,Delta,11762,128,91,OnTime,-37,Long Haul,Poor
7538,Indigo,8214,170,11,Delayed,-159,Long Haul,Good
7539,Emirates,8548,80,50,Delayed,-30,Long Haul,Poor
7540,Delta,11158,74,5,OnTime,-69,Long Haul,Good
7541,Lufthansa,4378,124,33,OnTime,-91,Medium Long,Poor
7542,Emirates,6433,21,138,OnTime,117,Medium Long,Poor
7543,Lufthansa,7837,154,169,Delayed,15,Long Haul,Poor
7544,Lufthansa,10721,69,83,Delayed,14,Long Haul,Poor
7545,Delta,7553,54,195,OnTime,141,Long Haul,Poor
7546,Indigo,9296,91,37,Delayed,-54,Long Haul,Poor
7547,Emirates,11375,99,51,OnTime,-48,Long Haul,Poor
7548,Lufthansa,5485,96,98,OnTime,2,Medium Long,Poor
7549,Delta,11126,68,107,Delayed,39,Long Haul,Poor
7550,Delta,3620,5,172,OnTime,167,Medium Long,Poor
7551,Lufthansa,720,30,12,OnTime,-18,Short Haul,Good
7552,Lufthansa,5366,75,51,Delayed,-24,Medium Long,Poor
7553,Emirates,1568,39,160,OnTime,121,Short Haul,Poor
7554,Indigo,10661,91,143,Delayed,52,Long Haul,Poor
7555,Emirates,8691,166,18,Delayed,-148,Long Haul,Good
7556,Emirates,11052,75,45,Delayed,-30,Long Haul,Poor
7557,Delta,1653,168,177,Delayed,9,Short Haul,Poor
7558,Emirates,6231,14,175,Delayed,161,Medium Long,Poor
7559,Indigo,7500,111,21,Delayed,-90,Long Haul,Good
7560,Indigo,5158,117,150,Delayed,33,Medium Long,Poor
7561,Lufthansa,10713,170,154,Delayed,-16,Long Haul,Poor
7562,Delta,8959,90,144,OnTime,54,Long Haul,Poor
7563,Lufthansa,3027,13,199,Delayed,186,Medium Long,Poor
7564,Delta,9885,49,172,OnTime,123,Long Haul,Poor
7565,Delta,5858,18,191,Delayed,173,Medium Long,Poor
7566,Lufthansa,7647,176,79,OnTime,-97,Long Haul,Poor
7567,Indigo,4558,104,190,OnTime,86,Medium Long,Poor
7568,Indigo,3631,115,139,OnTime,24,Medium Long,Poor
7569,Emirates,1451,145,19,Delayed,-126,Short Haul,Good
7570,Indigo,8803,76,4,OnTime,-72,Long Haul,Good
7571,Indigo,6116,152,27,Delayed,-125,Medium Long,Good
7572,Delta,9021,40,10,Delayed,-30,Long Haul,Good
7573,Lufthansa,6810,25,110,OnTime,85,Medium Long,Poor
7574,Emirates,5651,131,119,Delayed,-12,Medium Long,Poor
7575,Lufthansa,3722,40,121,OnTime,81,Medium Long,Poor
7576,Emirates,1417,134,78,OnTime,-56,Short Haul,Poor
7577,Emirates,664,146,197,Delayed,51,Short Haul,Poor
7578,Delta,216,108,29,OnTime,-79,Short Haul,Good
7579,Delta,4619,148,143,OnTime,-5,Medium Long,Poor
7580,Emirates,9401,59,112,OnTime,53,Long Haul,Poor
7581,Indigo,901,156,187,Delayed,31,Short Haul,Poor
7582,Emirates,6692,171,81,Delayed,-90,Medium Long,Poor
7583,Delta,4125,12,63,Delayed,51,Medium Long,Poor
7584,Delta,4560,179,119,Delayed,-60,Medium Long,Poor
7585,Emirates,11316,150,31,Delayed,-119,Long Haul,Poor
7586,Indigo,474,40,127,Delayed,87,Short Haul,Poor
7587,Indigo,5696,55,127,OnTime,72,Medium Long,Poor
7588,Emirates,500,68,182,Delayed,114,Short Haul,Poor
7589,Indigo,5231,120,147,OnTime,27,Medium Long,Poor
7590,Emirates,4372,138,73,OnTime,-65,Medium Long,Poor
7591,Emirates,7977,172,164,OnTime,-8,Long Haul,Poor
7592,Lufthansa,8553,77,29,OnTime,-48,Long Haul,Good
7593,Delta,529,91,41,Delayed,-50,Short Haul,Poor
7594,Emirates,716,136,8,OnTime,-128,Short Haul,Good
7595,Delta,3496,119,113,OnTime,-6,Medium Long,Poor
7596,Indigo,490,83,84,OnTime,1,Short Haul,Poor
7597,Indigo,3724,177,116,OnTime,-61,Medium Long,Poor
7598,Delta,11550,67,199,OnTime,132,Long Haul,Poor
7599,Emirates,9290,130,87,OnTime,-43,Long Haul,Poor
7600,Emirates,9845,97,29,Delayed,-68,Long Haul,Good
7601,Indigo,10650,86,60,Delayed,-26,Long Haul,Poor
7602,Delta,11995,43,73,Delayed,30,Long Haul,Poor
7603,Emirates,1592,131,155,OnTime,24,Short Haul,Poor
7604,Delta,8848,150,64,Delayed,-86,Long Haul,Poor
7605,Indigo,10806,25,167,Delayed,142,Long Haul,Poor
7606,Indigo,5257,38,67,OnTime,29,Medium Long,Poor
7607,Indigo,5646,80,170,Delayed,90,Medium Long,Poor
7608,Emirates,9704,4,42,Delayed,38,Long Haul,Poor
7609,Lufthansa,10596,34,27,OnTime,-7,Long Haul,Good
7610,Delta,9145,163,35,OnTime,-128,Long Haul,Poor
7611,Indigo,3438,129,159,OnTime,30,Medium Long,Poor
7612,Lufthansa,11061,105,1,OnTime,-104,Long Haul,Good
7613,Lufthansa,3463,171,165,OnTime,-6,Medium Long,Poor
7614,Emirates,11288,18,144,OnTime,126,Long Haul,Poor
7615,Emirates,11724,34,132,Delayed,98,Long Haul,Poor
7616,Delta,593,57,112,Delayed,55,Short Haul,Poor
7617,Delta,11676,177,47,Delayed,-130,Long Haul,Poor
7618,Indigo,7196,170,3,OnTime,-167,Long Haul,Good
7619,Delta,2894,71,49,OnTime,-22,Short Haul,Poor
7620,Emirates,6965,100,140,Delayed,40,Medium Long,Poor
7621,Lufthansa,10966,36,56,Delayed,20,Long Haul,Poor
7622,Lufthansa,5932,70,40,Delayed,-30,Medium Long,Poor
7623,Delta,3568,152,152,OnTime,0,Medium Long,Poor
7624,Delta,941,126,186,Delayed,60,Short Haul,Poor
7625,Lufthansa,6568,145,106,Delayed,-39,Medium Long,Poor
7626,Emirates,7018,35,189,OnTime,154,Long Haul,Poor
7627,Emirates,8488,64,193,Delayed,129,Long Haul,Poor
7628,Delta,9991,92,95,OnTime,3,Long Haul,Poor
7629,Lufthansa,6925,64,184,OnTime,120,Medium Long,Poor
7630,Delta,2758,179,103,OnTime,-76,Short Haul,Poor
7631,Delta,8973,137,33,Delayed,-104,Long Haul,Poor
7632,Indigo,4641,104,76,OnTime,-28,Medium Long,Poor
7633,Emirates,8936,17,126,Delayed,109,Long Haul,Poor
7634,Lufthansa,4423,122,116,Delayed,-6,Medium Long,Poor
7635,Delta,11692,105,155,Delayed,50,Long Haul,Poor
7636,Lufthansa,8585,64,39,OnTime,-25,Long Haul,Poor
7637,Lufthansa,8797,35,167,OnTime,132,Long Haul,Poor
7638,Delta,8598,75,169,OnTime,94,Long Haul,Poor
7639,Lufthansa,7701,117,0,Delayed,-117,Long Haul,Good
7640,Lufthansa,6829,98,158,OnTime,60,Medium Long,Poor
7641,Emirates,5823,35,149,Delayed,114,Medium Long,Poor
7642,Lufthansa,11321,163,92,OnTime,-71,Long Haul,Poor
7643,Delta,2331,94,101,OnTime,7,Short Haul,Poor
7644,Delta,4740,108,180,OnTime,72,Medium Long,Poor
7645,Indigo,2745,49,189,Delayed,140,Short Haul,Poor
7646,Emirates,9668,134,39,Delayed,-95,Long Haul,Poor
7647,Indigo,1686,133,113,Delayed,-20,Short Haul,Poor
7648,Lufthansa,864,6,149,Delayed,143,Short Haul,Poor
7649,Indigo,220,175,185,Delayed,10,Short Haul,Poor
7650,Delta,6135,16,121,Delayed,105,Medium Long,Poor
7651,Indigo,6995,48,109,Delayed,61,Medium Long,Poor
7652,Delta,5248,143,35,OnTime,-108,Medium Long,Poor
7653,Delta,4727,164,118,OnTime,-46,Medium Long,Poor
7654,Lufthansa,10384,121,3,OnTime,-118,Long Haul,Good
7655,Delta,8399,70,4,Delayed,-66,Long Haul,Good
7656,Delta,10549,167,87,OnTime,-80,Long Haul,Poor
7657,Delta,3884,150,158,OnTime,8,Medium Long,Poor
7658,Indigo,222,20,176,OnTime,156,Short Haul,Poor
7659,Indigo,10032,76,45,OnTime,-31,Long Haul,Poor
7660,Indigo,11617,59,189,OnTime,130,Long Haul,Poor
7661,Indigo,2238,71,133,OnTime,62,Short Haul,Poor
7662,Emirates,6302,175,9,Delayed,-166,Medium Long,Good
7663,Delta,8326,65,195,OnTime,130,Long Haul,Poor
7664,Indigo,1664,61,21,Delayed,-40,Short Haul,Good
7665,Lufthansa,6782,167,8,OnTime,-159,Medium Long,Good
7666,Lufthansa,1735,81,186,OnTime,105,Short Haul,Poor
7667,Delta,9276,28,93,Delayed,65,Long Haul,Poor
7668,Lufthansa,8421,179,145,Delayed,-34,Long Haul,Poor
7669,Delta,2011,22,97,Delayed,75,Short Haul,Poor
7670,Delta,5843,76,58,OnTime,-18,Medium Long,Poor
7671,Emirates,5075,169,88,OnTime,-81,Medium Long,Poor
7672,Lufthansa,11411,9,130,Delayed,121,Long Haul,Poor
7673,Lufthansa,6992,1,52,OnTime,51,Medium Long,Poor
7674,Lufthansa,11848,37,22,Delayed,-15,Long Haul,Good
7675,Lufthansa,9808,105,54,OnTime,-51,Long Haul,Poor
7676,Emirates,4217,48,165,Delayed,117,Medium Long,Poor
7677,Emirates,687,106,182,OnTime,76,Short Haul,Poor
7678,Indigo,11749,162,128,OnTime,-34,Long Haul,Poor
7679,Indigo,5971,51,3,OnTime,-48,Medium Long,Good
7680,Emirates,1297,53,124,Delayed,71,Short Haul,Poor
7681,Indigo,3171,154,87,Delayed,-67,Medium Long,Poor
7682,Delta,11430,91,146,Delayed,55,Long Haul,Poor
7683,Indigo,6712,177,53,Delayed,-124,Medium Long,Poor
7684,Delta,5376,15,1,Delayed,-14,Medium Long,Good
7685,Delta,2357,93,154,OnTime,61,Short Haul,Poor
7686,Lufthansa,7759,18,18,OnTime,0,Long Haul,Good
7687,Emirates,274,12,181,OnTime,169,Short Haul,Poor
7688,Indigo,2784,134,87,Delayed,-47,Short Haul,Poor
7689,Lufthansa,11861,52,72,Delayed,20,Long Haul,Poor
7690,Emirates,2977,133,2,OnTime,-131,Short Haul,Good
7691,Emirates,2277,173,142,OnTime,-31,Short Haul,Poor
7692,Delta,3503,177,111,OnTime,-66,Medium Long,Poor
7693,Delta,6133,75,78,Delayed,3,Medium Long,Poor
7694,Emirates,2695,89,89,OnTime,0,Short Haul,Poor
7695,Lufthansa,971,116,81,Delayed,-35,Short Haul,Poor
7696,Lufthansa,11206,33,13,OnTime,-20,Long Haul,Good
7697,Indigo,8126,50,90,Delayed,40,Long Haul,Poor
7698,Delta,11580,28,153,Delayed,125,Long Haul,Poor
7699,Indigo,4106,141,151,Delayed,10,Medium Long,Poor
7700,Lufthansa,1248,111,44,OnTime,-67,Short Haul,Poor
7701,Indigo,11617,135,170,Delayed,35,Long Haul,Poor
7702,Delta,8270,16,17,OnTime,1,Long Haul,Good
7703,Emirates,1308,42,151,Delayed,109,Short Haul,Poor
7704,Delta,3243,85,90,OnTime,5,Medium Long,Poor
7705,Indigo,4985,16,74,OnTime,58,Medium Long,Poor
7706,Lufthansa,4726,10,70,OnTime,60,Medium Long,Poor
7707,Indigo,1872,49,80,OnTime,31,Short Haul,Poor
7708,Delta,4997,79,40,OnTime,-39,Medium Long,Poor
7709,Lufthansa,7370,56,74,OnTime,18,Long Haul,Poor
7710,Delta,9900,10,196,OnTime,186,Long Haul,Poor
7711,Delta,9929,63,140,Delayed,77,Long Haul,Poor
7712,Emirates,3764,9,33,OnTime,24,Medium Long,Poor
7713,Indigo,1115,58,34,Delayed,-24,Short Haul,Poor
7714,Emirates,9324,163,44,Delayed,-119,Long Haul,Poor
7715,Indigo,1840,114,72,Delayed,-42,Short Haul,Poor
7716,Lufthansa,9313,76,22,OnTime,-54,Long Haul,Good
7717,Emirates,11618,145,99,Delayed,-46,Long Haul,Poor
7718,Indigo,6086,59,87,OnTime,28,Medium Long,Poor
7719,Lufthansa,10097,147,91,Delayed,-56,Long Haul,Poor
7720,Emirates,11723,82,27,OnTime,-55,Long Haul,Good
7721,Delta,597,124,133,OnTime,9,Short Haul,Poor
7722,Emirates,5154,119,41,OnTime,-78,Medium Long,Poor
7723,Lufthansa,5614,82,139,OnTime,57,Medium Long,Poor
7724,Indigo,7689,68,63,Delayed,-5,Long Haul,Poor
7725,Indigo,10299,171,45,OnTime,-126,Long Haul,Poor
7726,Indigo,11808,160,71,Delayed,-89,Long Haul,Poor
7727,Emirates,9676,96,13,OnTime,-83,Long Haul,Good
7728,Lufthansa,4102,37,62,OnTime,25,Medium Long,Poor
7729,Delta,675,170,39,Delayed,-131,Short Haul,Poor
7730,Delta,1527,127,30,OnTime,-97,Short Haul,Good
7731,Lufthansa,11833,76,184,Delayed,108,Long Haul,Poor
7732,Emirates,1422,157,33,Delayed,-124,Short Haul,Poor
7733,Delta,11250,10,159,OnTime,149,Long Haul,Poor
7734,Delta,9644,175,153,Delayed,-22,Long Haul,Poor
7735,Indigo,7172,35,74,Delayed,39,Long Haul,Poor
7736,Emirates,7202,93,181,OnTime,88,Long Haul,Poor
7737,Lufthansa,2506,117,1,Delayed,-116,Short Haul,Good
7738,Indigo,7715,173,123,OnTime,-50,Long Haul,Poor
7739,Indigo,6007,20,93,OnTime,73,Medium Long,Poor
7740,Indigo,2141,30,117,Delayed,87,Short Haul,Poor
7741,Emirates,4894,31,189,OnTime,158,Medium Long,Poor
7742,Delta,4394,113,189,OnTime,76,Medium Long,Poor
7743,Indigo,1065,120,52,Delayed,-68,Short Haul,Poor
7744,Emirates,4870,95,86,Delayed,-9,Medium Long,Poor
7745,Delta,861,64,19,Delayed,-45,Short Haul,Good
7746,Indigo,4678,107,63,OnTime,-44,Medium Long,Poor
7747,Indigo,637,90,114,Delayed,24,Short Haul,Poor
7748,Indigo,7237,111,171,OnTime,60,Long Haul,Poor
7749,Indigo,7906,132,6,Delayed,-126,Long Haul,Good
7750,Indigo,6400,90,180,Delayed,90,Medium Long,Poor
7751,Lufthansa,6034,34,181,Delayed,147,Medium Long,Poor
7752,Emirates,3678,97,187,Delayed,90,Medium Long,Poor
7753,Lufthansa,5811,87,101,Delayed,14,Medium Long,Poor
7754,Lufthansa,4080,95,90,OnTime,-5,Medium Long,Poor
7755,Emirates,8590,161,88,OnTime,-73,Long Haul,Poor
7756,Emirates,7529,149,93,Delayed,-56,Long Haul,Poor
7757,Lufthansa,8463,80,70,Delayed,-10,Long Haul,Poor
7758,Emirates,2665,83,158,Delayed,75,Short Haul,Poor
7759,Lufthansa,4932,173,90,OnTime,-83,Medium Long,Poor
7760,Indigo,7842,133,69,OnTime,-64,Long Haul,Poor
7761,Emirates,9264,93,154,Delayed,61,Long Haul,Poor
7762,Delta,7454,12,82,OnTime,70,Long Haul,Poor
7763,Lufthansa,8245,16,74,OnTime,58,Long Haul,Poor
7764,Emirates,4837,71,112,Delayed,41,Medium Long,Poor
7765,Lufthansa,8784,41,109,Delayed,68,Long Haul,Poor
7766,Delta,9697,173,188,Delayed,15,Long Haul,Poor
7767,Delta,7081,172,38,OnTime,-134,Long Haul,Poor
7768,Emirates,5928,43,143,Delayed,100,Medium Long,Poor
7769,Indigo,6118,109,108,Delayed,-1,Medium Long,Poor
7770,Emirates,3297,56,116,Delayed,60,Medium Long,Poor
7771,Delta,4812,50,127,Delayed,77,Medium Long,Poor
7772,Emirates,8327,19,157,Delayed,138,Long Haul,Poor
7773,Emirates,6909,69,78,Delayed,9,Medium Long,Poor
7774,Indigo,11149,165,160,OnTime,-5,Long Haul,Poor
7775,Indigo,989,102,123,Delayed,21,Short Haul,Poor
7776,Emirates,5770,166,197,Delayed,31,Medium Long,Poor
7777,Emirates,1213,63,121,OnTime,58,Short Haul,Poor
7778,Delta,1893,149,140,Delayed,-9,Short Haul,Poor
7779,Delta,10227,144,67,OnTime,-77,Long Haul,Poor
7780,Emirates,2247,6,53,Delayed,47,Short Haul,Poor
7781,Lufthansa,1458,118,147,Delayed,29,Short Haul,Poor
7782,Lufthansa,5515,114,19,OnTime,-95,Medium Long,Good
7783,Delta,4335,105,51,OnTime,-54,Medium Long,Poor
7784,Lufthansa,815,83,20,OnTime,-63,Short Haul,Good
7785,Emirates,7735,110,15,Delayed,-95,Long Haul,Good
7786,Delta,2724,40,115,OnTime,75,Short Haul,Poor
7787,Indigo,8114,145,189,OnTime,44,Long Haul,Poor
7788,Lufthansa,9844,95,6,Delayed,-89,Long Haul,Good
7789,Lufthansa,9171,40,189,Delayed,149,Long Haul,Poor
7790,Delta,4090,145,21,Delayed,-124,Medium Long,Good
7791,Lufthansa,10368,37,42,Delayed,5,Long Haul,Poor
7792,Indigo,8791,51,155,Delayed,104,Long Haul,Poor
7793,Delta,4126,81,179,OnTime,98,Medium Long,Poor
7794,Delta,9271,151,7,OnTime,-144,Long Haul,Good
7795,Indigo,11126,156,64,Delayed,-92,Long Haul,Poor
7796,Delta,11101,128,78,OnTime,-50,Long Haul,Poor
7797,Indigo,11420,133,89,Delayed,-44,Long Haul,Poor
7798,Indigo,8708,140,94,Delayed,-46,Long Haul,Poor
7799,Delta,3489,79,193,OnTime,114,Medium Long,Poor
7800,Delta,277,52,180,Delayed,128,Short Haul,Poor
7801,Emirates,11741,28,66,OnTime,38,Long Haul,Poor
7802,Lufthansa,6482,62,58,OnTime,-4,Medium Long,Poor
7803,Delta,8703,169,77,Delayed,-92,Long Haul,Poor
7804,Indigo,2791,37,184,OnTime,147,Short Haul,Poor
7805,Lufthansa,9709,171,130,Delayed,-41,Long Haul,Poor
7806,Lufthansa,2883,79,81,Delayed,2,Short Haul,Poor
7807,Lufthansa,10054,14,157,OnTime,143,Long Haul,Poor
7808,Emirates,7076,126,43,OnTime,-83,Long Haul,Poor
7809,Emirates,4562,175,31,OnTime,-144,Medium Long,Poor
7810,Indigo,976,126,150,OnTime,24,Short Haul,Poor
7811,Lufthansa,2186,0,19,Delayed,19,Short Haul,Good
7812,Emirates,9122,156,135,OnTime,-21,Long Haul,Poor
7813,Delta,726,55,79,OnTime,24,Short Haul,Poor
7814,Emirates,4983,26,95,Delayed,69,Medium Long,Poor
7815,Lufthansa,4004,23,159,Delayed,136,Medium Long,Poor
7816,Lufthansa,4907,168,2,Delayed,-166,Medium Long,Good
7817,Indigo,5645,161,175,OnTime,14,Medium Long,Poor
7818,Delta,10137,21,86,Delayed,65,Long Haul,Poor
7819,Emirates,5280,147,84,OnTime,-63,Medium Long,Poor
7820,Delta,4005,129,63,OnTime,-66,Medium Long,Poor
7821,Lufthansa,6165,153,14,Delayed,-139,Medium Long,Good
7822,Emirates,4450,162,37,OnTime,-125,Medium Long,Poor
7823,Delta,11191,16,88,OnTime,72,Long Haul,Poor
7824,Indigo,386,126,49,OnTime,-77,Short Haul,Poor
7825,Emirates,748,141,72,OnTime,-69,Short Haul,Poor
7826,Delta,9936,93,112,Delayed,19,Long Haul,Poor
7827,Lufthansa,4158,109,54,Delayed,-55,Medium Long,Poor
7828,Emirates,1898,177,103,Delayed,-74,Short Haul,Poor
7829,Lufthansa,8297,56,157,OnTime,101,Long Haul,Poor
7830,Delta,3392,135,140,Delayed,5,Medium Long,Poor
7831,Emirates,11749,1,188,OnTime,187,Long Haul,Poor
7832,Lufthansa,5940,169,106,Delayed,-63,Medium Long,Poor
7833,Indigo,10641,20,58,Delayed,38,Long Haul,Poor
7834,Lufthansa,8626,133,173,Delayed,40,Long Haul,Poor
7835,Delta,4698,176,174,Delayed,-2,Medium Long,Poor
7836,Lufthansa,2326,25,61,Delayed,36,Short Haul,Poor
7837,Emirates,874,106,129,Delayed,23,Short Haul,Poor
7838,Indigo,4786,166,111,OnTime,-55,Medium Long,Poor
7839,Delta,7958,151,122,Delayed,-29,Long Haul,Poor
7840,Lufthansa,4769,42,173,Delayed,131,Medium Long,Poor
